Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
homewreckers	noun	person blamed for break-up of marriage	y
homicide bureau	noun	police department that deals with killings					police
homicide bureaus	noun	police department that deals with killings					police
homicide bureaux	noun	police department that deals with killings					police
homo	noun	gay man		y										sexuality_gay, sexuality
homo-	affix	relating to homosexual love												sexuality_gay, sexuality
homo-erotic	adjective	concerning or arousing sexual desire centred on person of same sex												sexuality_gay
homo-eroticism	noun													sexuality_gay
homo-eroticisms	noun													sexuality_gay
homo-romantic	adjective	romantically attracted to people of same gender as one's self												gender, sexuality
homoerotic	adjective	concerning or arousing sexual desire centred on person of same sex												sexuality_gay
homoeroticism	noun													sexuality_gay
homoiousian	noun	person who held that God Father and God Son are of like but not identical substance											christian
homoiousians	noun	person who held that God Father and God Son are of like but not identical substance											christian
homoousian	noun	person who held that God Father and God Son are of same substance											christian
homoousians	noun	person who held that God Father and God Son are of same substance											christian
homophile	adjective	a gay person												sexuality_gay, sexuality_lesbian, sexuality
homophiles	adjective	a gay person												sexuality_gay, sexuality_lesbian, sexuality
homophobe	noun	person with with dislike of or prejudice against gay people												sexuality_gay
homophobes	noun	person with with dislike of or prejudice against gay people												sexuality_gay
homophobia	noun	dislike of or prejudice against gay people												sexuality_gay
homophobic	adjective	having dislike of or prejudice against gay people												sexuality_gay
homoromantic	adjective	romantically attracted to people of same gender as one's self												gender, sexuality
homos	noun	gay man		y										sexuality_gay, sexuality
homosexual	adjective	attracted to people of one's own sex												sexuality_gay, sexuality_lesbian, sexuality
homosexualist	adjective	relating to gay people												sexuality_gay, sexuality
homosexualities	noun	sexual attraction to people of one's own sex												sexuality_gay, sexuality
homosexuality	noun	sexual attraction to people of one's own sex												sexuality_gay, sexuality
homosexually	adverb													sexuality_gay, sexuality
homosexuals	adjective	attracted to people of one's own sex												sexuality_gay, sexuality_lesbian, sexuality
homousian	noun	person who held that God Father and God Son are of same substance											christian
homousians	noun	person who held that God Father and God Son are of same substance											christian
honest Injun	phrase	honestly		y					indigenous_america
honey-trap	noun	stratagem in which attractive person entices another person into revealing information					y
honey-traps	noun	stratagem in which attractive person entices another person into revealing information					y
honeypot	noun	woman's genitals			y									bodypart_genital
honeypots	noun	woman's genitals			y									bodypart_genital
honeytrap	noun	stratagem in which attractive person entices another person into revealing information					y
honeytraps	noun	stratagem in which attractive person entices another person into revealing information					y
honkies	noun	contemptuous term for white person or white people	y						black, white
honky	noun	contemptuous term for white person or white people	y						black, white
honor killing	noun	killing of relative who is perceived to have brought dishonour on family					murder							gender_female
honor killings	noun	killing of relative who is perceived to have brought dishonour on family					murder							gender_female
honour killing	noun	killing of relative who is perceived to have brought dishonour on family					murder							gender_female
honour killings	noun	killing of relative who is perceived to have brought dishonour on family					murder							gender_female
hoochie	noun	young woman who has many casual sexual partners	y											sexuality
hoochies	noun	young woman who has many casual sexual partners	y											sexuality
hood	noun	gangster or similar violent criminal					y
hoodie	noun	person wearing hooded top	y
hoodlum	noun	person who engages in crime and violence					violence
hoodlums	noun	person who engages in crime and violence					violence
hoods	noun	gangster or similar violent criminal					y
hoodwinker	noun	person who deceives or tricks people					y
hoodwinkers	noun	person who deceives or tricks people					y
hook	noun	steal					y
hook-up	noun	casual sexual encounter												sexuality
hooked	adjective	addicted														drugs
hooked	noun	steal					y
hooker	noun	player in middle of front row of scrum					prostitution							sexuality
hookers	noun	player in middle of front row of scrum					prostitution							sexuality
hooking	noun	practice of engaging in sexual activity with someone for payment, steal					y							sexuality
hooks	noun	steal					y
hoon	noun	lout	y
hoons	noun	lout	y
hoor	noun	disreputable or crafty person												sexuality
hoors	noun	disreputable or crafty person												sexuality
hootchie	noun	young woman who has many casual sexual partners	y											sexuality
hootchies	noun	young woman who has many casual sexual partners	y											sexuality
hooter	noun	woman's breasts			y									bodypart_breast
hooters	noun	woman's breasts			y									bodypart_breast
hop	noun	drug														drugs
hophead	noun	drug addict														alcohol, drugs
hopheads	noun	drug addict														alcohol, drugs
horde	noun	large group of people	y
hordes	noun	large group of people	y
horn	noun	marital infidelity			y									bodypart_genital, sexuality_relationship
horn-dog	noun	man with strong sexual desires												sexuality
horn-dogs	noun	man with strong sexual desires												sexuality
hornbag	noun	sexually attractive person												sexuality
hornbags	noun	sexually attractive person												sexuality
horndog	noun	man with strong sexual desires												sexuality
horndogs	noun	man with strong sexual desires												sexuality
horned	noun	marital infidelity			y									bodypart_genital, sexuality_relationship
hornier	adjective	feeling or arousing sexual excitement												sexuality
horniest	adjective	feeling or arousing sexual excitement												sexuality
horning	noun	marital infidelity			y									bodypart_genital, sexuality_relationship
horns	noun	marital infidelity			y									bodypart_genital, sexuality_relationship
horny	adjective	feeling or arousing sexual excitement												sexuality
horror	noun	bad or mischievous person	y
horrors	noun	bad or mischievous person	y
horse	noun	heroin														drugs
horse duffer	noun	horse thief					y
horse duffers	noun	horse thief					y
horseduffer	noun	horse thief					y
horseduffers	noun	horse thief					y
horseshit	noun	nonsense			y
hos	noun	woman	y	y										sexuality
hoser	noun	foolish or uncultivated person	y
hosers	noun	foolish or uncultivated person	y
hostage taker	noun	person who seizes or holds someone as hostage					y					terrorism
hostage takers	noun	person who seizes or holds someone as hostage					y					terrorism
hostage-taking	noun	act of seizing or holding person as security for fulfilment of condition					y
hostage-takings	noun	act of seizing or holding person as security for fulfilment of condition					y
hostile witness	noun	witness who is antagonistic to party calling them and, being unwilling to tell truth					y
hostile witnesses	noun	witness who is antagonistic to party calling them and, being unwilling to tell truth					y
hot	adjective	stolen and difficult to dispose of					police
hot stuff	noun	sexually exciting person, film, book												sexuality
hot war	noun	war with active military hostilities										war
hot wars	noun	war with active military hostilities										war
hotness	noun	quality of being sexually attractive												sexuality
hotter	noun	person who joyrides in stolen high-performance cars					y
hotters	noun	person who joyrides in stolen high-performance cars					y
hottie	noun	sexually attractive person												sexuality_attraction
hotties	noun	sexually attractive person												sexuality_attraction
hotting	noun	joyriding in stolen high-performance cars					y
hotty	noun	sexually attractive person												sexuality_attraction
hound	noun	person eagerly seeking something	y
hounds	noun	person eagerly seeking something	y
house	noun	brothel												sexuality
house arrest	noun	state of being kept as prisoner in one's own house					police
house arrests	noun	state of being kept as prisoner in one's own house					police
house of ill fame	noun	brothel												sexuality
house of ill repute	noun	brothel												sexuality
house-breaking	noun	action of breaking into building to commit crime					y
housebreaking	noun	action of breaking into building to commit crime					y
houses	noun	brothel												sexuality
houses of ill fame	noun	brothel												sexuality
houses of ill repute	noun	brothel												sexuality
housewife	noun	woman who manages household affairs												heteronormative
housewives	noun	woman who manages household affairs												heteronormative
how's your father	phrase	used euphemistically to refer to sex												sexuality
howling dervish	noun	member of Muslim specifically Sufi religious order who has taken vows of poverty and austerity											muslim
howling dervishes	noun	member of Muslim specifically Sufi religious order who has taken vows of poverty and austerity											muslim
hoyden	noun	boisterous girl				young
hoydens	noun	boisterous girl				young
huckery moll	noun	slovenly woman	y											sexuality
huckery molls	noun	slovenly woman	y											sexuality
hue and cry	noun	loud cry calling for pursuit and capture of criminal					police
hugger	noun	person who is fond of hugging	y
huggers	noun	person who is fond of hugging	y
human rights activist	noun	person engaged in campaigns against violation of human rights										supporter
human rights activists	noun	person engaged in campaigns against violation of human rights										supporter
human rights campaigner	noun	person who undertakes organized course of action against violation of human rights										supporter
human rights campaigners	noun	person who undertakes organized course of action against violation of human rights										supporter
human trafficker	noun	person engaged in people trafficking					sexual
human traffickers	noun	person engaged in people trafficking					sexual
human trafficking	noun	act of transporting or coercing people for exploitation					y
humbug	noun	hypocrite	y
humbugs	noun	hypocrite	y
hump	noun	have sex with			y									sexuality
humped	noun	have sex with			y									sexuality
humping	noun	have sex with			y									sexuality
humps	noun	have sex with			y									sexuality
hunch-backed	adjective	having back that forms a hump		y
hunchback	noun	person with hunchback		y				y
hunchbacked	adjective	having back that forms a hump		y
hunchbacks	noun	person with hunchback		y				y
hung	verb	having no party with overall majority			y							y		bodypart_genital
hunk	noun	strong, attractive man												sexuality
hunkier	adjective	large, strong, and sexually attractive												sexuality_attraction
hunkiest	adjective	large, strong, and sexually attractive												sexuality_attraction
hunkiness	noun	male quality of being strong and attractive												sexuality
hunks	noun	strong, attractive man												sexuality
hunky	adjective	large, strong, and sexually attractive												sexuality_attraction
hunt	verb	search for criminal					police
hunted	verb	search for criminal					police
hunting	verb	search for criminal					police
hunts	verb	search for criminal					police
hunyak	noun	person of Hungarian or central European origin		y					european
hunyaks	noun	person of Hungarian or central European origin		y					european
husband	noun	married man considered in relation to his spouse												heteronormative, sexuality_relationship
husband-to-be	noun	man who is to be married												sexuality
husbandhood	noun													gender_male, sexuality_relationship
husbandhoods	noun													gender_male, sexuality_relationship
husbandless	adjective													sexuality_relationship
husbands	noun	married man considered in relation to his spouse												heteronormative, sexuality_relationship
husbands-to-be	noun	man who is to be married												sexuality
husbandstobe	noun	man who is to be married												sexuality
husbandtobe	noun	man who is to be married												sexuality
hussies	noun	disrespectful or immoral girl or woman	y											sexuality
hussy	noun	disrespectful or immoral girl or woman	y											sexuality
hustle	verb	obtain illicitly or by forceful action					y							sexuality
hustle one's ass	phrase	move or act quickly			y
hustled	verb	obtain illicitly or by forceful action					y							sexuality
hustler	noun	person adept at aggressive selling					prostitution							sexuality
hustlers	noun	person adept at aggressive selling					prostitution							sexuality
hustles	verb	obtain illicitly or by forceful action					y							sexuality
hustling	verb	obtain illicitly or by forceful action					y							sexuality
hybrid	noun	offspring of two plants or animals of different species or varieties							mixedrace
hybrids	noun	offspring of two plants or animals of different species or varieties							mixedrace
hydatidiform	noun	cluster of fluid-filled sacs formed in uterus by degeneration of chorionic tissue around aborting embryo						miscarriage
hydatidiform mole	noun	cluster of fluid-filled sacs formed in uterus by degeneration of chorionic tissue around aborting embryo						miscarriage
hydatidiform moles	noun	cluster of fluid-filled sacs formed in uterus by degeneration of chorionic tissue around aborting embryo						miscarriage
hype	noun	drug addict														drugs
hyped	noun	drug addict														drugs
hyper-sexualisation	noun	attribution of sexual characteristics to extreme degree												sexuality
hyper-sexualise	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualised	adjective	sexual to excessive degree												sexuality
hyper-sexualised	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualises	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualising	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualization	noun	attribution of sexual characteristics to extreme degree												sexuality
hyper-sexualize	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualized	adjective	sexual to excessive degree												sexuality
hyper-sexualized	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualizes	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hyper-sexualizing	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypergamy	noun	action of marrying person of superior class												sexuality
hypermobility	noun	abnormally great range of movement in joints						physical
hypersexualisation	noun	attribution of sexual characteristics to extreme degree												sexuality
hypersexualise	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualised	adjective	sexual to excessive degree												sexuality
hypersexualised	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualises	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualising	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualization	noun	attribution of sexual characteristics to extreme degree												sexuality
hypersexualize	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualized	adjective	sexual to excessive degree												sexuality
hypersexualized	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualizes	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypersexualizing	verb	attribute sexual characteristics to (someone or something) to extreme degree												sexuality
hypertensive	adjective	person with high blood pressure						y
hypertensives	adjective	person with high blood pressure						y
hypes	noun	drug addict														drugs
hyphenated American	noun	American citizen who can trace their ancestry to another part of world							black
hyphenated Americans	noun	American citizen who can trace their ancestry to another part of world							black
hyping	noun	drug addict														drugs
hypochondriac	noun	person who is abnormally anxious about their health						y
hypochondriacs	noun	person who is abnormally anxious about their health						y
hypodermic	adjective	hypodermic syringe or injection														drugs
hypodermics	adjective	hypodermic syringe or injection														drugs
hypopituitarism	noun	diminished hormone secretion by pituitary gland						dwarfism
hypopituitary	adjective							dwarfism
hypospadias	noun	congenital condition in males in which opening of urethra is on underside of penis												bodypart_genital
hysteric	noun	person suffering from hysteria						y
hysterics	noun	person suffering from hysteria						y
ibogaine	noun	hallucinogenic compound derived from roots of West African shrub														drugs
ice	noun	potent crystalline form of methamphetamine					y									drugs
ices	noun	potent crystalline form of methamphetamine					y									drugs
iconoclast	noun	person attacking cherished beliefs etc.										y	christian
iconoclasts	noun	person attacking cherished beliefs etc.										y	christian
iconolatry	noun	worship of icons	y
identikit	noun	picture of person created according to witnesses' descriptions	y				police
identikits	noun	picture of person created according to witnesses' descriptions	y				police
identitarian	adjective	supporting interests of particular racial group							european, white			supporter
identitarians	adjective	supporting interests of particular racial group							european, white			supporter
identity parade	noun	group of people including suspect for crime assembled for purpose of having eyewitness identify suspect from among them					police
identity parades	noun	group of people including suspect for crime assembled for purpose of having eyewitness identify suspect from among them					police
identity politics	noun	tendency for people of particular background to form alliances							y		negative	y	y
identity theft	noun	fraudulent practice of using another person's name and personal information					y
identity thefts	noun	fraudulent practice of using another person's name and personal information					y
idiot	noun	stupid person						mental
idiot savant	noun	learned person, person with exceptional aptitude in one field despite impairment in others						mental
idiot savants	noun	learned person, person with exceptional aptitude in one field despite impairment in others						mental
idiots	noun	stupid person						mental
idiots savants	noun	learned person, person with exceptional aptitude in one field despite impairment in others						mental
idler	noun	person who avoids work or spends time in aimless or lazy way									negative
idlers	noun	person who avoids work or spends time in aimless or lazy way									negative
ignoramus	noun	ignorant or stupid person	y
ignoramuses	noun	ignorant or stupid person	y
ignorati	noun	uneducated or ignorant people													class
ill-gotten	adjective	acquired by illegal or unfair means					y
illegal	adjective	contrary to law	y				y					immigration
illegal alien	noun	foreign national living illegally in country										immigration
illegal aliens	noun	foreign national living illegally in country										immigration
illegalities	noun	state of being contrary to law					y
illegality	noun	state of being contrary to law					y
illegally	adverb	in way that is contrary to or forbidden by law					y
illegals	adjective	contrary to law	y				y					immigration
illicit	adjective	forbidden by law or custom					y
illiterati	noun	people who are not well educated or well informed													class
illuminati	noun	people claiming to possess special enlightenment or knowledge of something													class
illywhacker	noun	small-time confidence trickster					y
illywhackers	noun	small-time confidence trickster					y
imam	noun	person who leads prayers in mosque											muslim
imams	noun	person who leads prayers in mosque											muslim
imbecile	noun	stupid person						mental
imbeciles	noun	stupid person						mental
imbo	noun	stupid or gullible person	y
imbos	noun	stupid or gullible person	y
immigrant	noun	person who comes to live permanently in foreign country										immigration
immigrants	noun	person who comes to live permanently in foreign country										immigration
immigrate	verb	come to live permanently in foreign country										immigration
immigrated	verb	come to live permanently in foreign country										immigration
immigrates	verb	come to live permanently in foreign country										immigration
immigrating	verb	come to live permanently in foreign country										immigration
immigration	noun	action of coming to live permanently in foreign country										immigration
immigration authorities	noun	government agencies responsible for controlling immigration										immigration
immigration control	noun	method for regulating number of people entering country										immigration
immigration controls	noun	method for regulating number of people entering country										immigration
immigration service	noun	government department concerned with regulating entry into country										immigration
immigration services	noun	government department concerned with regulating entry into country										immigration
immiseration	noun	economic impoverishment													poor
imp	noun	mischievous child				young
imperialism	noun	policy of extending country's power and influence										system
imperialist	adjective	person who supports or practises imperialism										supporter
imperialists	adjective	person who supports or practises imperialism										supporter
implicate	verb	show to be involved in crime					y
implicated	verb	show to be involved in crime					y
implicates	verb	show to be involved in crime					y
implicating	verb	show to be involved in crime					y
implicit bias	noun	unconscious favouritism toward or prejudice against particular group												gender
importune	verb	approach someone to offer sexual services					sexual							sexuality
importuned	verb	approach someone to offer sexual services					sexual							sexuality
importunes	verb	approach someone to offer sexual services					sexual							sexuality
importuning	noun	action of offering sexual services												sexuality
importuning	verb	approach someone to offer sexual services					sexual							sexuality
imposter	noun	person who pretends to be someone else					y
imposters	noun	person who pretends to be someone else					y
impostor	noun	person who pretends to be someone else					y
impostors	noun	person who pretends to be someone else					y
imposture	noun	instance of pretending to be someone else					y
impostures	noun	instance of pretending to be someone else					y
impotence	noun	inability in a man to achieve erection or orgasm												bodypart_genital, sexuality
impotencies	noun													bodypart_genital, sexuality
impotency	noun													bodypart_genital, sexuality
impotent	adjective	(of man) abnormally unable to achieve erection or orgasm												bodypart_genital, sexuality
impotently	adverb													bodypart_genital, sexuality
imps	noun	mischievous child				young
impure	adjective	morally wrong												sexuality
in bed with	phrase	having sex with												sexuality
in flagrante	adverb	in very act of wrongdoing												sexuality
in flagrante delicto	adverb	in very act of wrongdoing												sexuality
in the line of duty	phrase	while one is working					police
in the shit	phrase	in trouble			y
in-patient	noun	patient who lives in hospital while under treatment						y
in-patients	noun	patient who lives in hospital while under treatment						y
inamorata	noun	person's female lover												sexuality
inamoratas	noun	person's female lover												sexuality
inamorato	noun	person's male lover												sexuality
inamoratos	noun	person's male lover												sexuality
inbred	adjective	person born as result of inbreeding (used as term of abuse)	y
inbreds	adjective	person born as result of inbreeding (used as term of abuse)	y
incel	noun	member of online community of men unable to attract women sexually										feminism		gender, sexuality
incels	noun	member of online community of men unable to attract women sexually										feminism		gender, sexuality
incendiaries	adjective	person who starts fires					y
incendiary	adjective	person who starts fires					y
incest	noun	sexual relations between people classed as being too closely related to marry each other					y							sexuality
incident room	noun	centre set up by police to coordinate operations connected with particular incident					police
incident rooms	noun	centre set up by police to coordinate operations connected with particular incident					police
incitement	noun	action of provoking unlawful behaviour or urging someone to behave unlawfully					y
incitements	noun	action of provoking unlawful behaviour or urging someone to behave unlawfully					y
inclusion	noun	practice of providing equal access to opportunities						y	y
inclusionary	adjective	designed to provide equal access to opportunities						y	y
inclusive	adjective	aiming to provide equal access to opportunities						y	y
inclusiveness	noun	practice of providing equal access to opportunities and resources						y	y
inclusivity	noun	practice of providing equal access to opportunities						y	y
income bracket	noun	section of population classified according to level of income													class
income brackets	noun	section of population classified according to level of income													class
income group	noun	section of population classified according to their level of income													class
income groups	noun	section of population classified according to their level of income													class
incoming	adjective	immigrant										immigration
incrementalism	noun	belief in or advocacy of change by degrees										doctrine
incubi	noun	male demon believed to have sexual intercourse with sleeping women												sexuality
incubus	noun	male demon believed to have sexual intercourse with sleeping women												sexuality
incurable	adjective	person who cannot be cured						y
incurables	adjective	person who cannot be cured						y
indecent	adjective	not conforming with generally accepted standards of behaviour												sexuality
indecent assault	noun	sexual assault that does not involve rape					sexual							sexuality
indecent assaults	noun	sexual assault that does not involve rape					sexual							sexuality
indecent exposure	noun	crime of intentionally showing one's sexual organs in public					sexual							sexuality
indecently	adverb	not conforming with generally accepted standards of behaviour												sexuality
indemnities	noun	sum of money paid as compensation										war
indemnity	noun	sum of money paid as compensation										war
independent	adjective	independent political candidate											christian
independents	adjective	independent political candidate											christian
index case	noun	first identified case of particular disease						y
index cases	noun	first identified case of particular disease						y
index patient	noun	first identified case of particular disease						y
index patients	noun	first identified case of particular disease						y
indian giver	noun	person who gives something and then demands it back		y
indica	noun	cannabis made from indica plant														drugs
indigence	noun	state of extreme poverty													poor
indigences	noun	state of extreme poverty													poor
indigene	noun	indigenous person							indigenous
indigenes	noun	indigenous person							indigenous
indigent	adjective	needy person													poor
indigents	adjective	needy person													poor
indirect rule	noun	system of government of one nation by another in which governed people retain certain powers										system
individualism	noun	habit or principle of being independent and self-reliant										doctrine
induction	noun	process of bringing on childbirth artificially										abortion
induction loop	noun	sound system in which loop of wire around area in building produces electromagnetic signal received directly by hearing aids used by partially deaf						deafness
induction loops	noun	sound system in which loop of wire around area in building produces electromagnetic signal received directly by hearing aids used by partially deaf						deafness
industrial democracies	noun	involvement of employees in running of industry										system
industrial democracy	noun	involvement of employees in running of industry										system
inebriant	adjective	inebriating substance or agent														drugs
inebriants	adjective	inebriating substance or agent														drugs
inebriate	verb	drunkard														alcohol
inebriates	verb	drunkard														alcohol
infant	noun	very young child				young
infanticidal	adjective						murder
infanticide	noun	crime of killing child within year of birth					murder
infanticides	noun	crime of killing child within year of birth					murder
infantile	adjective	childish	y
infants	noun	very young child				young
infibulation	noun	practice of excising clitoris and labia of girl or woman and stitching together edges of vulva					violence		y					bodypart_genital
infibulations	noun	practice of excising clitoris and labia of girl or woman and stitching together edges of vulva					violence		y					bodypart_genital
infidelities	noun	action or state of being unfaithful to spouse												sexuality
infidelity	noun	action or state of being unfaithful to spouse												sexuality
influx control	noun	rigid limitation and control imposed upon movement of black people into urban areas							black_southafrica
info-war	noun	propaganda war waged via electronic media										war
info-wars	noun	propaganda war waged via electronic media										war
inform	verb	give incriminating information about someone to police or other authority					police
informed	verb	give incriminating information about someone to police or other authority					police
informer	noun	person who informs on another person to police or other authority					police
informers	noun	person who informs on another person to police or other authority					police
informing	verb	give incriminating information about someone to police or other authority					police
informs	verb	give incriminating information about someone to police or other authority					police
infowar	noun	propaganda war waged via electronic media										war
infowars	noun	propaganda war waged via electronic media										war
infralapsarian	noun	Calvinist holding view that God's election of only some to everlasting life was not originally part of divine plan											christian
infralapsarians	noun	Calvinist holding view that God's election of only some to everlasting life was not originally part of divine plan											christian
ingrate	noun	ungrateful person	y
ingrates	noun	ungrateful person	y
inhalant	noun	solvent or other material producing vapour that is inhaled by drug abusers														drugs
inhalants	noun	solvent or other material producing vapour that is inhaled by drug abusers														drugs
inmate	noun	person living in institution						y
inmates	noun	person living in institution						y
innocent	adjective	not guilty of crime					y					war
innocents	adjective	not guilty of crime					y					war
inpatient	noun	patient who lives in hospital while under treatment						y
inpatients	noun	patient who lives in hospital while under treatment						y
insanities	noun	extreme foolishness or irrationality						mental			y
insanity	noun	extreme foolishness or irrationality						mental			y
inside job	noun	crime committed by or with assistance of person living or working on premises where it occurred					y
inside jobs	noun	crime committed by or with assistance of person living or working on premises where it occurred					y
insider dealer	noun	person who illegally trades on stock exchange to own advantage through having access to confidential information					y
insider dealers	noun	person who illegally trades on stock exchange to own advantage through having access to confidential information					y
insider dealing	noun	illegal practice of trading on stock exchange					y
insider trader	noun	person who illegally trades on stock exchange to own advantage through having access to confidential information					y
insider traders	noun	person who illegally trades on stock exchange to own advantage through having access to confidential information					y
insider trading	noun	illegal practice of trading on stock exchange					y
insolvent	adjective	insolvent person													poor
insolvents	adjective	insolvent person													poor
insomniac	noun	person who is regularly unable to sleep						y
insomniacs	noun	person who is regularly unable to sleep						y
inspector	noun	official employed to ensure that official regulations are obeyed					police
inspectors	noun	official employed to ensure that official regulations are obeyed					police
institution	noun	establishment providing residential care	y
institutional racism	noun	racial discrimination established as normal within society or organization							y
institutions	noun	establishment providing residential care	y
insurgencies	noun	active revolt or uprising										y
insurgency	noun	active revolt or uprising										y
insurgent	noun	person fighting against government or invading force										y
insurgents	noun	person fighting against government or invading force										y
insurrectionist	noun	person engaged in violent uprising against authority										y
insurrectionists	noun	person engaged in violent uprising against authority										y
intacta	noun	girl or woman who has never had sexual intercourse				young								sexuality
intellectual disabilities	noun	disability affecting acquisition of knowledge and skills						neurodevelopmental
intellectual disability	noun	disability affecting acquisition of knowledge and skills						neurodevelopmental
intelligentsia	noun	intellectuals as group													class
intelligentsias	noun	intellectuals as group													class
intended	adjective	person one intends to marry												sexuality
inter-bred	verb	(of animal) breed or cause to breed with another of different race or species							y
inter-breed	verb	(of animal) breed or cause to breed with another of different race or species							y
inter-breeding	verb	(of animal) breed or cause to breed with another of different race or species							y
inter-breeds	verb	(of animal) breed or cause to breed with another of different race or species							y
inter-marriage	noun	marriage between people of different races or religions							y
inter-marriages	noun	marriage between people of different races or religions							y
inter-married	verb	become connected by marriage							y
inter-marries	verb	become connected by marriage							y
inter-marry	verb	become connected by marriage							y
inter-marrying	verb	become connected by marriage							y
inter-racial	adjective	existing between or involving different races							y
inter-sexual	adjective	relating to intersex individuals												bodypart_genital, gender
interbred	verb	(of animal) breed or cause to breed with another of different race or species							y
interbreed	verb	(of animal) breed or cause to breed with another of different race or species							y
interbreeding	verb	(of animal) breed or cause to breed with another of different race or species							y
interbreeds	verb	(of animal) breed or cause to breed with another of different race or species							y
interfere	verb	sexually molest												sexuality
intermarriage	noun	marriage between people of different races or religions							y
intermarriages	noun	marriage between people of different races or religions							y
intermarried	verb	become connected by marriage							y
intermarries	verb	become connected by marriage							y
intermarry	verb	become connected by marriage							y
intermarrying	verb	become connected by marriage							y
internationalism	noun	advocacy of cooperation and understanding between nations										doctrine
internet dating	noun	practice of searching for romantic or sexual partner on the internet												sexuality_relationship
interracial	adjective	existing between or involving different races							y
interrogation	noun	action of interrogating or process of being interrogated										y
interrogations	noun	action of interrogating or process of being interrogated										y
interruptus	noun	sexual intercourse in which penis is withdrawn before ejaculation												sexuality
intersectionalities	noun	interconnected nature of social categorizations												gender
intersectionality	noun	interconnected nature of social categorizations												gender
intersex	adjective	having sexual organs that are not clearly male or female												bodypart_genital, gender
intersexes	adjective	having sexual organs that are not clearly male or female												bodypart_genital, gender
intersexual	adjective	relating to intersex individuals												bodypart_genital, gender
intersexuality	noun	condition of having physical characteristics of both sexes												gender, sexuality
intersexuals	adjective	relating to intersex individuals												bodypart_genital, gender
interview	noun	questioning of person by police					police
interviews	noun	questioning of person by police					police
intifada	noun	Palestinian uprising against Israeli occupation of West Bank and Gaza Strip										israel, palestine
intifadas	noun	Palestinian uprising against Israeli occupation of West Bank and Gaza Strip										israel, palestine
intimacy	noun	sexual intercourse												sexuality
intimate	adjective	having sexual relationship												sexuality
intimately	adverb	in sexual way												sexuality
intimates	adjective	having sexual relationship												sexuality
intoximeter	noun	instrument for measuring alcohol content of person's breath					police
intoximeters	noun	instrument for measuring alcohol content of person's breath					police
intrauterine device	noun	contraceptive device fitted inside uterus and physically preventing implantation of fertilized ova												sexuality
intrauterine devices	noun	contraceptive device fitted inside uterus and physically preventing implantation of fertilized ova												sexuality
intrigant	noun	person who makes secret plans to do something illicit or detrimental to someone else					y
intrigants	noun	person who makes secret plans to do something illicit or detrimental to someone else					y
intriguant	noun	person who makes secret plans to do something illicit or detrimental to someone else					y
intriguants	noun	person who makes secret plans to do something illicit or detrimental to someone else					y
intrigue	verb	plot to do something					y
intrigued	verb	plot to do something					y
intrigues	verb	plot to do something					y
intriguing	verb	plot to do something					y
introit	noun	psalm or antiphon sung or said while priest approaches altar for Eucharist											text
introits	noun	psalm or antiphon sung or said while priest approaches altar for Eucharist											text
intromission	noun	action or process of inserting penis into vagina in sexual intercourse												sexuality
intromissions	noun	action or process of inserting penis into vagina in sexual intercourse												sexuality
intruder	noun	person who intrudes					y
intruder alarm	noun	electronic device that emits loud noise on unauthorized entry to building					y
intruder alarms	noun	electronic device that emits loud noise on unauthorized entry to building					y
intruders	noun	person who intrudes					y
invalid	noun	person made weak or disabled by illness or injury						y
invalids	noun	person made weak or disabled by illness or injury						y
inversion	noun	homosexuality												sexuality_gay, sexuality
inversions	noun	homosexuality												sexuality_gay, sexuality
invert	verb	gay person												sexuality_gay, sexuality_lesbian, sexuality
inverted snob	noun	person who appears to despise anything associated with wealth or social status	y
inverted snobbery	noun	attitude of seeming to despise anything associated with wealth or social status	y
inverted snobs	noun	person who appears to despise anything associated with wealth or social status	y
inverts	verb	gay person												sexuality_gay, sexuality_lesbian, sexuality
involuntary manslaughter	noun	crime of killing human being unlawfully but unintentionally					manslaughter
involuntary manslaughters	noun	crime of killing human being unlawfully but unintentionally					manslaughter
irredentism	noun	policy advocating restoration to country of any territory										doctrine
irredentist	noun	person advocating restoration to their country of any territory										supporter
